date,active_advisory_records,active_closure_records,active_posting_records,active_rain_advisory_records,active_bacteria_related_records,active_tijuana_river_related_records,active_sewage_infrastructure_records,active_sewage_related_records,active_enterococcus_records,active_fecal_coliform_records,active_total_coliform_records,active_ecoli_records,daily_severity_score,max_severity_score,unique_beaches_impacted,unique_stations_impacted,new_advisory_records,new_closure_records,new_posting_records,new_rain_advisory_records,new_bacteria_related_records,new_tijuana_river_related_records,new_sewage_related_records,active_records_comparison_beaches,active_records_other_san_diego_beaches,active_records_south_bay_tijuana_river_impact,closure_records_comparison_beaches,closure_records_other_san_diego_beaches,closure_records_south_bay_tijuana_river_impact,severity_score_comparison_beaches,severity_score_other_san_diego_beaches,severity_score_south_bay_tijuana_river_impact,unique_beaches_comparison_beaches,unique_beaches_other_san_diego_beaches,unique_beaches_south_bay_tijuana_river_impact,any_active_advisory,any_active_closure,any_bacteria_related_activity,any_tijuana_river_related_activity,any_sewage_related_activity
2023-01-01,6,3,2,1,5,3,0,3,5,0,0,0,8,2,6,6,6,3,2,1,5,3,3,1,1,4,0,0,3,1,0,7,1,1,4,True,True,True,True,True
2023-01-02,7,4,2,1,6,4,0,4,6,0,0,0,10,2,6,6,1,1,0,0,1,1,1,1,1,5,0,0,4,1,0,9,1,1,4,True,True,True,True,True
2023-01-03,6,4,1,1,5,4,0,4,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,0,8,1,1,4,True,True,True,True,True
2023-01-04,6,4,1,1,5,4,0,4,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,0,8,1,1,4,True,True,True,True,True
2023-01-05,6,4,1,1,5,4,0,4,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,0,8,1,1,4,True,True,True,True,True
2023-01-06,6,4,1,1,5,4,0,4,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,0,8,1,1,4,True,True,True,True,True
2023-01-07,6,4,1,1,5,4,0,4,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,0,8,1,1,4,True,True,True,True,True
2023-01-08,6,4,1,1,5,4,0,4,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,0,8,1,1,4,True,True,True,True,True
2023-01-09,6,4,1,1,5,4,0,4,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,0,8,1,1,4,True,True,True,True,True
2023-01-10,6,4,1,1,5,4,0,4,5,0,0,0,9,2,6,6,1,0,0,1,0,0,0,1,1,4,0,0,4,1,0,8,1,1,4,True,True,True,True,True
2023-01-11,6,4,1,1,5,4,0,4,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,0,8,1,1,4,True,True,True,True,True
2023-01-12,6,4,1,1,5,4,0,4,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,0,8,1,1,4,True,True,True,True,True
2023-01-13,6,4,1,1,5,4,0,4,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,0,8,1,1,4,True,True,True,True,True
2023-01-14,6,4,1,1,5,4,0,4,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,0,8,1,1,4,True,True,True,True,True
2023-01-15,6,4,1,1,5,4,0,4,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,0,8,1,1,4,True,True,True,True,True
2023-01-16,8,6,1,1,5,4,2,6,5,0,0,0,13,2,8,8,2,2,0,0,0,0,2,1,3,4,0,2,4,1,4,8,1,3,4,True,True,True,True,True
2023-01-17,8,6,1,1,5,4,2,6,5,0,0,0,13,2,8,8,0,0,0,0,0,0,0,1,3,4,0,2,4,1,4,8,1,3,4,True,True,True,True,True
2023-01-18,8,6,1,1,5,4,2,6,5,0,0,0,13,2,8,8,0,0,0,0,0,0,0,1,3,4,0,2,4,1,4,8,1,3,4,True,True,True,True,True
2023-01-19,8,6,1,1,5,4,2,6,5,0,0,0,13,2,8,8,0,0,0,0,0,0,0,1,3,4,0,2,4,1,4,8,1,3,4,True,True,True,True,True
2023-01-20,8,6,1,1,5,4,2,6,5,0,0,0,13,2,8,8,0,0,0,0,0,0,0,1,3,4,0,2,4,1,4,8,1,3,4,True,True,True,True,True
2023-01-21,7,6,1,0,5,4,2,6,5,0,0,0,13,2,7,7,0,0,0,0,0,0,0,1,2,4,0,2,4,1,4,8,1,2,4,True,True,True,True,True
2023-01-22,6,5,1,0,5,4,1,5,5,0,0,0,11,2,6,6,0,0,0,0,0,0,0,1,1,4,0,1,4,1,2,8,1,1,4,True,True,True,True,True
2023-01-23,10,5,5,0,9,4,1,5,9,2,2,0,15,2,7,10,4,0,4,0,4,0,0,1,4,5,0,1,4,1,5,9,1,2,5,True,True,True,True,True
2023-01-24,12,4,8,0,12,4,0,4,12,2,2,0,16,2,10,12,3,0,3,0,3,0,0,1,6,5,0,0,4,1,6,9,1,5,5,True,True,True,True,True
2023-01-25,11,4,7,0,11,4,0,4,11,1,1,0,15,2,11,11,1,0,1,0,1,0,0,1,5,5,0,0,4,1,5,9,1,5,5,True,True,True,True,True
2023-01-26,9,4,5,0,9,4,0,4,9,0,0,0,13,2,9,9,2,0,2,0,2,0,0,2,3,4,0,0,4,2,3,8,2,3,4,True,True,True,True,True
2023-01-27,8,4,4,0,8,4,0,4,8,0,0,0,12,2,8,8,0,0,0,0,0,0,0,1,3,4,0,0,4,1,3,8,1,3,4,True,True,True,True,True
2023-01-28,7,4,3,0,7,4,0,4,7,0,0,0,11,2,7,7,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,8,0,3,4,True,True,True,True,True
2023-01-29,7,4,3,0,7,4,0,4,7,0,0,0,11,2,7,7,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,8,0,3,4,True,True,True,True,True
2023-01-30,8,4,3,1,7,4,0,4,7,0,0,0,11,2,8,8,1,0,0,1,0,0,0,0,4,4,0,0,4,0,3,8,0,4,4,True,True,True,True,True
2023-01-31,8,4,3,1,7,4,0,4,7,0,0,0,11,2,8,8,0,0,0,0,0,0,0,0,4,4,0,0,4,0,3,8,0,4,4,True,True,True,True,True
2023-02-01,8,4,3,1,7,4,0,4,7,0,0,0,11,2,8,8,0,0,0,0,0,0,0,0,4,4,0,0,4,0,3,8,0,4,4,True,True,True,True,True
2023-02-02,10,4,5,1,9,4,0,4,9,0,0,0,13,2,10,10,2,0,2,0,2,0,0,2,4,4,0,0,4,2,3,8,2,4,4,True,True,True,True,True
2023-02-03,9,4,5,0,9,4,0,4,9,0,0,0,13,2,9,9,0,0,0,0,0,0,0,2,3,4,0,0,4,2,3,8,2,3,4,True,True,True,True,True
2023-02-04,7,4,3,0,7,4,0,4,7,0,0,0,11,2,7,7,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,8,0,3,4,True,True,True,True,True
2023-02-05,7,4,3,0,7,4,0,4,7,0,0,0,11,2,7,7,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,8,0,3,4,True,True,True,True,True
2023-02-06,7,4,3,0,7,4,0,4,7,0,0,0,11,2,7,7,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,8,0,3,4,True,True,True,True,True
2023-02-07,7,4,3,0,7,4,0,4,7,0,0,0,11,2,7,7,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,8,0,3,4,True,True,True,True,True
2023-02-08,7,4,3,0,7,4,0,4,7,0,0,0,11,2,7,7,1,0,1,0,1,0,0,0,3,4,0,0,4,0,3,8,0,3,4,True,True,True,True,True
2023-02-09,6,3,3,0,6,3,0,3,6,0,0,0,9,2,6,6,2,0,2,0,2,0,0,2,1,3,0,0,3,2,1,6,2,1,3,True,True,True,True,True
2023-02-10,7,4,3,0,7,4,0,4,7,0,0,0,11,2,7,7,1,1,0,0,1,1,1,2,1,4,0,0,4,2,1,8,2,1,4,True,True,True,True,True
2023-02-11,6,4,2,0,6,4,0,4,6,0,0,0,10,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,1,8,1,1,4,True,True,True,True,True
2023-02-12,6,4,2,0,6,4,0,4,6,0,0,0,10,2,6,6,0,0,0,0,0,0,0,1,1,4,0,0,4,1,1,8,1,1,4,True,True,True,True,True
2023-02-13,6,3,2,1,5,3,0,3,5,0,0,0,8,2,6,6,1,0,0,1,0,0,0,1,2,3,0,0,3,1,1,6,1,2,3,True,True,True,True,True
2023-02-14,6,3,2,1,5,3,0,3,5,0,0,0,8,2,6,6,0,0,0,0,0,0,0,1,2,3,0,0,3,1,1,6,1,2,3,True,True,True,True,True
2023-02-15,6,3,2,1,5,3,0,3,5,0,0,0,8,2,6,6,0,0,0,0,0,0,0,1,2,3,0,0,3,1,1,6,1,2,3,True,True,True,True,True
2023-02-16,6,3,2,1,5,3,0,3,5,0,0,0,8,2,6,6,0,0,0,0,0,0,0,1,2,3,0,0,3,1,1,6,1,2,3,True,True,True,True,True
2023-02-17,10,3,7,0,10,3,0,3,10,0,0,0,13,2,9,10,5,0,5,0,5,0,0,4,1,5,0,0,3,4,1,8,4,1,4,True,True,True,True,True
2023-02-18,9,3,6,0,9,3,0,3,9,0,0,0,12,2,8,9,1,0,1,0,1,0,0,3,1,5,0,0,3,3,1,8,3,1,4,True,True,True,True,True
2023-02-19,7,3,4,0,7,3,0,3,7,0,0,0,10,2,6,7,0,0,0,0,0,0,0,1,1,5,0,0,3,1,1,8,1,1,4,True,True,True,True,True
2023-02-20,6,3,3,0,6,3,0,3,5,0,0,0,9,2,5,6,1,0,1,0,1,0,0,1,1,4,0,0,3,1,1,7,1,1,4,True,True,True,True,True
2023-02-21,6,2,4,0,6,2,0,2,5,0,0,0,8,2,5,6,1,0,1,0,1,0,0,1,1,4,0,0,2,1,1,6,1,1,4,True,True,True,True,True
2023-02-22,9,3,6,0,9,3,0,3,8,0,0,0,12,2,7,9,3,1,2,0,3,1,1,1,3,5,0,0,3,1,3,8,1,3,4,True,True,True,True,True
2023-02-23,9,3,5,1,8,3,0,3,7,0,0,0,11,2,8,9,1,0,0,1,0,0,0,1,4,4,0,0,3,1,3,7,1,4,4,True,True,True,True,True
2023-02-24,9,3,5,1,8,3,0,3,7,0,0,0,11,2,8,9,0,0,0,0,0,0,0,1,4,4,0,0,3,1,3,7,1,4,4,True,True,True,True,True
2023-02-25,9,3,5,1,8,3,0,3,7,0,0,0,11,2,8,9,0,0,0,0,0,0,0,1,4,4,0,0,3,1,3,7,1,4,4,True,True,True,True,True
2023-02-26,9,3,5,1,8,3,0,3,7,0,0,0,11,2,8,9,0,0,0,0,0,0,0,1,4,4,0,0,3,1,3,7,1,4,4,True,True,True,True,True
2023-02-27,9,3,5,1,8,3,0,3,7,0,0,0,11,2,8,9,0,0,0,0,0,0,0,1,4,4,0,0,3,1,3,7,1,4,4,True,True,True,True,True
2023-02-28,9,3,5,1,8,3,0,3,7,0,0,0,11,2,8,9,0,0,0,0,0,0,0,1,4,4,0,0,3,1,3,7,1,4,4,True,True,True,True,True
2023-03-01,10,4,5,1,8,4,0,4,7,0,0,0,13,2,9,10,1,1,0,0,0,1,1,1,4,5,0,0,4,1,3,9,1,4,5,True,True,True,True,True
2023-03-02,10,4,5,1,8,4,0,4,7,0,0,0,13,2,9,10,0,0,0,0,0,0,0,1,4,5,0,0,4,1,3,9,1,4,5,True,True,True,True,True
2023-03-03,10,4,5,1,8,4,0,4,7,0,0,0,13,2,9,10,0,0,0,0,0,0,0,1,4,5,0,0,4,1,3,9,1,4,5,True,True,True,True,True
2023-03-04,10,4,5,1,8,4,0,4,7,0,0,0,13,2,9,10,0,0,0,0,0,0,0,1,4,5,0,0,4,1,3,9,1,4,5,True,True,True,True,True
2023-03-05,9,4,5,0,8,4,0,4,7,0,0,0,13,2,8,9,0,0,0,0,0,0,0,1,3,5,0,0,4,1,3,9,1,3,5,True,True,True,True,True
2023-03-06,9,4,5,0,8,4,0,4,7,0,0,0,13,2,8,9,0,0,0,0,0,0,0,1,3,5,0,0,4,1,3,9,1,3,5,True,True,True,True,True
2023-03-07,11,4,7,0,10,4,0,4,9,0,0,0,15,2,10,11,2,0,2,0,2,0,0,2,4,5,0,0,4,2,4,9,2,4,5,True,True,True,True,True
2023-03-08,11,4,7,0,10,4,0,4,9,0,0,0,15,2,10,11,0,0,0,0,0,0,0,2,4,5,0,0,4,2,4,9,2,4,5,True,True,True,True,True
2023-03-09,11,4,7,0,10,4,0,4,9,0,0,0,15,2,9,11,3,0,3,0,3,0,0,5,1,5,0,0,4,5,1,9,4,1,5,True,True,True,True,True
2023-03-10,9,4,4,1,7,4,0,4,6,0,0,0,12,2,9,9,1,0,0,1,0,0,0,3,1,5,0,0,4,3,0,9,3,1,5,True,True,True,True,True
2023-03-11,6,4,1,1,4,4,0,4,3,0,0,0,9,2,6,6,0,0,0,0,0,0,0,0,1,5,0,0,4,0,0,9,0,1,5,True,True,True,True,True
2023-03-12,6,4,1,1,4,4,0,4,3,0,0,0,9,2,6,6,0,0,0,0,0,0,0,0,1,5,0,0,4,0,0,9,0,1,5,True,True,True,True,True
2023-03-13,6,4,1,1,4,4,0,4,3,0,0,0,9,2,6,6,0,0,0,0,0,0,0,0,1,5,0,0,4,0,0,9,0,1,5,True,True,True,True,True
2023-03-14,5,4,1,0,4,4,0,4,3,0,0,0,9,2,5,5,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,9,0,0,5,True,True,True,True,True
2023-03-15,8,6,1,1,4,4,2,6,3,0,0,0,13,2,8,8,3,2,0,1,0,0,2,0,3,5,0,2,4,0,4,9,0,3,5,True,True,True,True,True
2023-03-16,8,6,1,1,4,4,2,6,3,0,0,0,13,2,8,8,0,0,0,0,0,0,0,0,3,5,0,2,4,0,4,9,0,3,5,True,True,True,True,True
2023-03-17,8,6,1,1,4,4,2,6,3,0,0,0,13,2,8,8,0,0,0,0,0,0,0,0,3,5,0,2,4,0,4,9,0,3,5,True,True,True,True,True
2023-03-18,8,6,1,1,4,4,2,6,3,0,0,0,13,2,8,8,0,0,0,0,0,0,0,0,3,5,0,2,4,0,4,9,0,3,5,True,True,True,True,True
2023-03-19,8,6,1,1,4,4,2,6,3,0,0,0,13,2,8,8,0,0,0,0,0,0,0,0,3,5,0,2,4,0,4,9,0,3,5,True,True,True,True,True
2023-03-20,8,6,2,0,5,4,2,6,4,0,0,0,14,2,7,7,1,0,1,0,1,0,0,0,3,5,0,2,4,0,5,9,0,2,5,True,True,True,True,True
2023-03-21,7,4,2,1,5,4,0,4,4,0,0,0,10,2,7,7,1,0,0,1,0,0,0,0,2,5,0,0,4,0,1,9,0,2,5,True,True,True,True,True
2023-03-22,7,4,2,1,5,4,0,4,4,0,0,0,10,2,7,7,0,0,0,0,0,0,0,0,2,5,0,0,4,0,1,9,0,2,5,True,True,True,True,True
2023-03-23,7,4,2,1,5,4,0,4,4,0,0,0,10,2,7,7,0,0,0,0,0,0,0,0,2,5,0,0,4,0,1,9,0,2,5,True,True,True,True,True
2023-03-24,7,4,2,1,5,4,0,4,4,0,0,0,10,2,7,7,0,0,0,0,0,0,0,0,2,5,0,0,4,0,1,9,0,2,5,True,True,True,True,True
2023-03-25,7,4,2,1,5,4,0,4,4,0,0,0,10,2,7,7,0,0,0,0,0,0,0,0,2,5,0,0,4,0,1,9,0,2,5,True,True,True,True,True
2023-03-26,7,4,2,1,5,4,0,4,4,0,0,0,10,2,7,7,0,0,0,0,0,0,0,0,2,5,0,0,4,0,1,9,0,2,5,True,True,True,True,True
2023-03-27,6,4,2,0,5,4,0,4,5,0,0,0,10,2,6,6,1,0,1,0,1,0,0,0,1,5,0,0,4,0,1,9,0,1,5,True,True,True,True,True
2023-03-28,8,4,4,0,7,4,0,4,7,0,0,0,12,2,8,8,2,0,2,0,2,0,0,0,3,5,0,0,4,0,3,9,0,3,5,True,True,True,True,True
2023-03-29,10,4,5,1,8,4,0,4,8,0,0,0,13,2,9,10,3,0,2,1,2,0,0,0,5,5,0,0,4,0,4,9,0,5,5,True,True,True,True,True
2023-03-30,9,4,4,1,7,4,0,4,7,0,0,0,12,2,8,9,0,0,0,0,0,0,0,0,4,5,0,0,4,0,3,9,0,4,5,True,True,True,True,True
2023-03-31,9,4,4,1,7,4,0,4,7,0,0,0,12,2,8,9,0,0,0,0,0,0,0,0,4,5,0,0,4,0,3,9,0,4,5,True,True,True,True,True
2023-04-01,9,4,4,1,7,4,0,4,7,0,0,0,12,2,8,9,0,0,0,0,0,0,0,0,4,5,0,0,4,0,3,9,0,4,5,True,True,True,True,True
2023-04-02,9,4,4,1,7,4,0,4,7,0,0,0,12,2,8,9,0,0,0,0,0,0,0,0,4,5,0,0,4,0,3,9,0,4,5,True,True,True,True,True
2023-04-03,8,4,4,0,7,4,0,4,7,0,0,0,12,2,8,8,1,0,1,0,1,0,0,0,4,4,0,0,4,0,4,8,0,4,4,True,True,True,True,True
2023-04-04,8,4,4,0,7,4,0,4,7,0,0,0,12,2,8,8,0,0,0,0,0,0,0,0,4,4,0,0,4,0,4,8,0,4,4,True,True,True,True,True
2023-04-05,10,4,6,0,9,4,0,4,9,0,0,0,14,2,10,10,3,0,3,0,3,0,0,3,3,4,0,0,4,3,3,8,3,3,4,True,True,True,True,True
2023-04-06,11,4,7,0,10,4,0,4,10,0,0,0,15,2,11,11,1,0,1,0,1,0,0,3,4,4,0,0,4,3,4,8,3,4,4,True,True,True,True,True
2023-04-07,8,4,4,0,7,4,0,4,7,0,0,0,12,2,8,8,0,0,0,0,0,0,0,0,4,4,0,0,4,0,4,8,0,4,4,True,True,True,True,True
2023-04-08,7,4,3,0,6,4,0,4,6,0,0,0,11,2,7,7,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,8,0,3,4,True,True,True,True,True
2023-04-09,7,4,3,0,6,4,0,4,6,0,0,0,11,2,7,7,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,8,0,3,4,True,True,True,True,True
2023-04-10,7,4,3,0,6,4,0,4,6,0,0,0,11,2,7,7,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,8,0,3,4,True,True,True,True,True
2023-04-11,7,4,3,0,6,4,0,4,6,0,0,0,11,2,7,7,1,0,1,0,1,0,0,0,3,4,0,0,4,0,3,8,0,3,4,True,True,True,True,True
2023-04-12,11,4,7,0,10,4,0,4,10,0,0,0,15,2,11,11,4,0,4,0,4,0,0,3,4,4,0,0,4,3,4,8,3,4,4,True,True,True,True,True
2023-04-13,14,4,10,0,13,4,0,4,13,0,0,0,18,2,13,14,4,0,4,0,4,0,0,4,6,4,0,0,4,4,6,8,4,5,4,True,True,True,True,True
2023-04-14,13,4,9,0,12,4,0,4,12,0,0,0,17,2,12,13,0,0,0,0,0,0,0,3,6,4,0,0,4,3,6,8,3,5,4,True,True,True,True,True
2023-04-15,10,4,6,0,9,4,0,4,9,0,0,0,14,2,10,10,0,0,0,0,0,0,0,3,3,4,0,0,4,3,3,8,3,3,4,True,True,True,True,True
2023-04-16,10,4,6,0,9,4,0,4,9,0,0,0,14,2,10,10,0,0,0,0,0,0,0,3,3,4,0,0,4,3,3,8,3,3,4,True,True,True,True,True
2023-04-17,12,4,8,0,11,4,0,4,11,0,0,0,16,2,12,12,2,0,2,0,2,0,0,3,5,4,0,0,4,3,5,8,3,5,4,True,True,True,True,True
2023-04-18,12,4,8,0,11,4,0,4,11,0,0,0,16,2,12,12,0,0,0,0,0,0,0,3,5,4,0,0,4,3,5,8,3,5,4,True,True,True,True,True
2023-04-19,11,4,7,0,10,4,0,4,10,0,0,0,15,2,11,11,1,0,1,0,1,0,0,4,3,4,0,0,4,4,3,8,4,3,4,True,True,True,True,True
2023-04-20,11,4,7,0,10,4,0,4,10,0,0,0,15,2,11,11,1,0,1,0,1,0,0,4,3,4,0,0,4,4,3,8,4,3,4,True,True,True,True,True
2023-04-21,9,4,5,0,8,4,0,4,8,0,0,0,13,2,9,9,0,0,0,0,0,0,0,3,2,4,0,0,4,3,2,8,3,2,4,True,True,True,True,True
2023-04-22,8,4,4,0,7,4,0,4,7,0,0,0,12,2,8,8,0,0,0,0,0,0,0,2,2,4,0,0,4,2,2,8,2,2,4,True,True,True,True,True
2023-04-23,8,4,4,0,7,4,0,4,7,0,0,0,12,2,8,8,0,0,0,0,0,0,0,2,2,4,0,0,4,2,2,8,2,2,4,True,True,True,True,True
2023-04-24,8,4,4,0,8,4,0,4,8,0,0,0,12,2,8,8,1,1,0,0,1,1,1,2,2,4,0,0,4,2,2,8,2,2,4,True,True,True,True,True
2023-04-25,9,4,5,0,9,4,0,4,9,0,0,0,13,2,9,9,1,0,1,0,1,0,0,2,3,4,0,0,4,2,3,8,2,3,4,True,True,True,True,True
2023-04-26,10,4,6,0,10,4,0,4,10,0,0,0,14,2,10,10,1,0,1,0,1,0,0,3,3,4,0,0,4,3,3,8,3,3,4,True,True,True,True,True
2023-04-27,10,4,6,0,10,4,0,4,10,0,0,0,14,2,10,10,1,0,1,0,1,0,0,4,2,4,0,0,4,4,2,8,4,2,4,True,True,True,True,True
2023-04-28,10,4,6,0,10,4,0,4,10,0,0,0,14,2,10,10,0,0,0,0,0,0,0,4,2,4,0,0,4,4,2,8,4,2,4,True,True,True,True,True
2023-04-29,10,4,6,0,10,4,0,4,10,0,0,0,14,2,10,10,0,0,0,0,0,0,0,4,2,4,0,0,4,4,2,8,4,2,4,True,True,True,True,True
2023-04-30,10,4,6,0,10,4,0,4,10,0,0,0,14,2,10,10,0,0,0,0,0,0,0,4,2,4,0,0,4,4,2,8,4,2,4,True,True,True,True,True
2023-05-01,13,4,9,0,13,4,0,4,13,0,0,0,17,2,12,13,3,0,3,0,3,0,0,4,5,4,0,0,4,4,5,8,4,4,4,True,True,True,True,True
2023-05-02,12,3,9,0,12,3,0,3,12,0,0,0,15,2,11,12,0,0,0,0,0,0,0,4,5,3,0,0,3,4,5,6,4,4,3,True,True,True,True,True
2023-05-03,13,3,10,0,13,3,0,3,12,0,0,0,16,2,12,13,1,0,1,0,1,0,0,5,5,3,0,0,3,5,5,6,5,4,3,True,True,True,True,True
2023-05-04,9,3,6,0,9,3,0,3,8,0,0,0,12,2,9,9,0,0,0,0,0,0,0,4,2,3,0,0,3,4,2,6,4,2,3,True,True,True,True,True
2023-05-05,12,3,9,0,12,3,0,3,11,0,0,0,15,2,11,12,3,0,3,0,3,0,0,6,3,3,0,0,3,6,3,6,5,3,3,True,True,True,True,True
2023-05-06,12,3,9,0,12,3,0,3,11,0,0,0,15,2,11,12,0,0,0,0,0,0,0,6,3,3,0,0,3,6,3,6,5,3,3,True,True,True,True,True
2023-05-07,12,3,9,0,12,3,0,3,11,0,0,0,15,2,11,12,0,0,0,0,0,0,0,6,3,3,0,0,3,6,3,6,5,3,3,True,True,True,True,True
2023-05-08,11,3,8,0,11,3,0,3,11,0,0,0,14,2,10,11,3,0,3,0,3,0,0,3,4,4,0,0,3,3,4,7,3,4,4,True,True,True,True,True
2023-05-09,11,3,8,0,11,3,0,3,11,0,0,0,14,2,10,11,0,0,0,0,0,0,0,3,4,4,0,0,3,3,4,7,3,4,4,True,True,True,True,True
2023-05-10,10,3,7,0,10,3,0,3,10,0,0,0,13,2,8,10,1,0,1,0,1,0,0,3,3,4,0,0,3,3,3,7,3,2,4,True,True,True,True,True
2023-05-11,10,3,7,0,10,3,0,3,9,0,0,0,13,2,9,10,1,0,1,0,1,0,0,4,3,3,0,0,3,4,3,6,4,2,3,True,True,True,True,True
2023-05-12,9,3,6,0,9,3,0,3,8,0,0,0,12,2,9,9,0,0,0,0,0,0,0,4,2,3,0,0,3,4,2,6,4,2,3,True,True,True,True,True
2023-05-13,9,3,6,0,9,3,0,3,8,0,0,0,12,2,9,9,0,0,0,0,0,0,0,4,2,3,0,0,3,4,2,6,4,2,3,True,True,True,True,True
2023-05-14,9,3,6,0,9,3,0,3,8,0,0,0,12,2,9,9,0,0,0,0,0,0,0,4,2,3,0,0,3,4,2,6,4,2,3,True,True,True,True,True
2023-05-15,10,3,7,0,10,3,0,3,9,0,0,0,13,2,10,10,1,0,1,0,1,0,0,4,3,3,0,0,3,4,3,6,4,3,3,True,True,True,True,True
2023-05-16,9,3,6,0,9,3,0,3,8,0,0,0,12,2,9,9,0,0,0,0,0,0,0,4,2,3,0,0,3,4,2,6,4,2,3,True,True,True,True,True
2023-05-17,9,3,6,0,9,3,0,3,8,0,0,0,12,2,9,9,0,0,0,0,0,0,0,4,2,3,0,0,3,4,2,6,4,2,3,True,True,True,True,True
2023-05-18,10,3,7,0,10,3,0,3,9,0,0,0,13,2,10,10,1,0,1,0,1,0,0,4,3,3,0,0,3,4,3,6,4,3,3,True,True,True,True,True
2023-05-19,10,3,7,0,10,3,0,3,9,0,0,0,13,2,10,10,0,0,0,0,0,0,0,4,3,3,0,0,3,4,3,6,4,3,3,True,True,True,True,True
2023-05-20,8,3,5,0,8,3,0,3,7,0,0,0,11,2,8,8,0,0,0,0,0,0,0,3,2,3,0,0,3,3,2,6,3,2,3,True,True,True,True,True
2023-05-21,8,3,5,0,8,3,0,3,7,0,0,0,11,2,8,8,0,0,0,0,0,0,0,3,2,3,0,0,3,3,2,6,3,2,3,True,True,True,True,True
2023-05-22,9,3,6,0,9,3,0,3,7,0,0,0,12,2,9,9,1,0,1,0,1,0,0,3,3,3,0,0,3,3,3,6,3,3,3,True,True,True,True,True
2023-05-23,9,3,6,0,9,3,0,3,7,0,0,0,12,2,9,9,0,0,0,0,0,0,0,3,3,3,0,0,3,3,3,6,3,3,3,True,True,True,True,True
2023-05-24,9,3,6,0,9,3,0,3,8,0,0,0,12,2,9,9,1,0,1,0,1,0,0,4,2,3,0,0,3,4,2,6,4,2,3,True,True,True,True,True
2023-05-25,9,3,6,0,9,3,0,3,8,0,0,0,12,2,9,9,0,0,0,0,0,0,0,4,2,3,0,0,3,4,2,6,4,2,3,True,True,True,True,True
2023-05-26,10,3,7,0,10,3,0,3,8,0,0,0,13,2,10,10,1,0,1,0,1,0,0,4,3,3,0,0,3,4,3,6,4,3,3,True,True,True,True,True
2023-05-27,10,3,7,0,10,3,0,3,8,0,0,0,13,2,10,10,0,0,0,0,0,0,0,4,3,3,0,0,3,4,3,6,4,3,3,True,True,True,True,True
2023-05-28,9,3,6,0,9,3,0,3,8,0,0,0,12,2,9,9,0,0,0,0,0,0,0,4,2,3,0,0,3,4,2,6,4,2,3,True,True,True,True,True
2023-05-29,9,3,6,0,9,3,0,3,8,0,0,0,12,2,9,9,0,0,0,0,0,0,0,4,2,3,0,0,3,4,2,6,4,2,3,True,True,True,True,True
2023-05-30,10,3,7,0,10,3,0,3,9,0,0,0,13,2,10,10,1,0,1,0,1,0,0,4,2,4,0,0,3,4,2,7,4,2,4,True,True,True,True,True
2023-05-31,11,3,8,0,11,3,0,3,10,0,0,0,14,2,11,11,1,0,1,0,1,0,0,5,2,4,0,0,3,5,2,7,5,2,4,True,True,True,True,True
2023-06-01,9,3,6,0,9,3,0,3,8,0,0,0,12,2,9,9,0,0,0,0,0,0,0,5,1,3,0,0,3,5,1,6,5,1,3,True,True,True,True,True
2023-06-02,8,3,5,0,8,3,0,3,7,0,0,0,11,2,8,8,0,0,0,0,0,0,0,4,1,3,0,0,3,4,1,6,4,1,3,True,True,True,True,True
2023-06-03,8,3,5,0,8,3,0,3,7,0,0,0,11,2,8,8,0,0,0,0,0,0,0,4,1,3,0,0,3,4,1,6,4,1,3,True,True,True,True,True
2023-06-04,6,3,3,0,6,3,0,3,5,0,0,0,9,2,6,6,0,0,0,0,0,0,0,2,1,3,0,0,3,2,1,6,2,1,3,True,True,True,True,True
